Parent and Person SubClassOf Father,  False.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and GrandMother and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and GrandParent and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Male and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Man and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Mother and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and OffSpring and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Parent and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Person and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Sex and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Son and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Woman and Thing)) SubClassOf Sister,  True.
Child and Daughter and GrandFather and GrandMother and GrandParent and Male and Man and Parent and Person and Woman and Thing and (hasSibling some (Daughter and Father and Female and Thing)) SubClassOf Sister,  True.
Father and Mother SubClassOf Sister,  False.
hasChild some Male SubClassOf Sister,  False.
Father and GrandMother SubClassOf Sister,  False.
Father and Sister SubClassOf Sibling,  False.
Daughter SubClassOf hasParent some Sister,  False.
GrandParent and Mother SubClassOf Sibling,  False.
Sex SubClassOf hasSibling some Male,  False.
Brother and Female SubClassOf Sister,  False.
Man SubClassOf hasSibling some Son,  False.
Sister SubClassOf hasParent some Sister,  True.
GrandMother SubClassOf hasParent some Sister,  False.
Thing SubClassOf hasParent some Sister,  False.
Son SubClassOf hasParent some Sister,  False.
Female SubClassOf hasParent some Sister,  False.
Father SubClassOf hasParent some Sister,  False.
Child SubClassOf hasParent some Sister,  False.
Person SubClassOf hasParent some Sister,  False.
Brother SubClassOf hasParent some Sister,  False.
Parent SubClassOf hasParent some Sister,  False.
Man SubClassOf hasParent some Sister,  False.
Mother SubClassOf hasParent some Sister,  False.
GrandParent SubClassOf hasParent some Sister,  False.
Sex SubClassOf hasParent some Sister,  False.
GrandMother and (hasParent some Sister) SubClassOf GrandMother and (hasParent some Sister),  True.
Father SubClassOf Sister,  False.
Sister SubClassOf GrandMother and Thing and (hasParent some Sister),  True.
Sister SubClassOf GrandMother and Person and Thing and (hasParent some Sister),  False.
Sister SubClassOf GrandMother and Parent and Thing and (hasParent some Sister),  False.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some Sister),  True.
Sister SubClassOf GrandMother and GrandParent and Woman and Thing and (hasParent some Sister),  False.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some (Sister and Thing)),  False.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some (Person and Sister)),  False.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some (Parent and Sister)),  True.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some (GrandParent and Parent and Sister)),  True.
Sister SubClassOf GrandMother and GrandParent and Thing and (hasParent some (GrandParent and Parent and Sister and Woman)),  False.
GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)) SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Thing SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Person SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Parent SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
GrandParent SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  Here are
Sister SubClassOf Sister,  False.
Woman SubClassOf GrandMother and GrandParent and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
GrandMother SubClassOf GrandParent and Parent and Sister,  False.
Thing SubClassOf GrandParent and Parent and Sister,  False.
Son SubClassOf GrandParent and Parent and Sister,  False.
Female SubClassOf GrandParent and Parent and Sister,  False.
Father SubClassOf GrandParent and Parent and Sister,  False.
Child SubClassOf GrandParent and Parent and Sister,  The answer
Person SubClassOf GrandParent and Parent and Sister,  False.
Brother SubClassOf GrandParent and Parent and Sister,  False.
Parent SubClassOf GrandParent and Parent and Sister,  The answer
Daughter SubClassOf GrandParent and Parent and Sister,  False.
Man SubClassOf GrandParent and Parent and Sister,  False.
Mother SubClassOf GrandParent and Parent and Sister,  False.
GrandParent SubClassOf GrandParent and Parent and Sister,  False.
Sex SubClassOf GrandParent and Parent and Sister,  False.
OffSpring SubClassOf GrandParent and Parent and Sister,  False.
Woman SubClassOf GrandParent and Parent and Sister,  False.
Male SubClassOf GrandParent and Parent and Sister,  False.
GrandFather SubClassOf GrandParent and Parent and Sister,  False.
Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)) SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Thing SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Person SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Parent SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
GrandParent SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  Here are
Woman SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Sister SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Woman and Thing and (hasParent some (GrandParent and Parent and Sister)),  False.
Sister SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Sister and Thing)),  Here are
Sister SubClassOf Female and GrandMother and GrandParent and Parent and Person and Son and Thing and (hasParent some (GrandParent and Parent and Person and Sister)),  False.
