Can Animal that is also Backbone be considered a subcategory of 'Carnivore'?, \nFalse
Can something that (has_part some Animal) that is also something that (has_part some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate)) be considered a subcategory of 'something that has_part some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate)'?, \nTrue
Can something that has_part some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'something that has_part some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate)'?, \nTrue
Can something that has_part some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nTrue
Can something that has_part some (Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nFalse
Can something that has_part some (Backbone that is also Cat that is also Leg that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nTrue
Can something that has_part some (Backbone that is also Leg that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nFalse
Can something that has_part some (Backbone that is also Cat that is also Mammal that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nTrue
Can something that has_part some (Backbone that is also Cat that is also Meat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nTrue
Can something that has_part some (Backbone that is also Cat that is also Vertebrate) be considered a subcategory of 'Carnivore'?, \nTrue
Can something that has_part some (Backbone that is also Cat) be considered a subcategory of 'Carnivore'?, \nTrue
Can Backbone that is also Meat be considered a subcategory of 'Bird'?, \nFalse
Can Leg be considered a subcategory of 'something that lives_in some Cat'?, \nFalse
Can Mammal that is also Meat be considered a subcategory of 'Fish'?, \nFalse
Can Egg that is also Water be considered a subcategory of 'Herbivore'?, \nFalse
Can something that eats some Reptile be considered a subcategory of 'Meat'?, \nTrue
Can something that eats some Reptile be considered a subcategory of 'Egg'?, \nFalse
Can Thing be considered a subcategory of 'something that eats some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Egg'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Water'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Plant'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Fish'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Herbivore'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Elephant'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Bird'?, \nFalse
Can Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate be considered a subcategory of 'Wing'?, \nFalse
Can something that (eats some Animal) that is also something that (eats some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)) be considered a subcategory of 'something that eats some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)'?, \nFalse
Can something that (eats some Animal) that is also something that (eats some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'something that eats some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nTrue
Can something that eats some (Animal that is also Backbone that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Cat that is also Mammal that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Cat that is also Leg that is also Meat that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nTrue
Can something that eats some (Animal that is also Backbone that is also Cat that is also Leg that is also Reptile that is also Vertebrate) be considered a subcategory of 'Meat'?, \nFalse
Can something that eats some (Animal that is also Backbone that is also Cat that is also Leg that is also Meat that is also Vertebrate) be considered a subcategory of 'Meat'?, \nTrue
Can something that eats some (Animal that is also Backbone that is also Cat that is also Leg that is also Meat) be considered a subcategory of 'Meat'?, \nTrue
Can Fish that is also Water be considered a subcategory of 'Bird'?, \nFalse
Can something that has_part some Herbivore be considered a subcategory of 'Cat'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Wing'?, \nTrue
Can Egg that is also Leg be considered a subcategory of 'Water'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Reptile'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Plant'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Fish'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Herbivore'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Elephant'?, \nFalse
Can Egg that is also Leg be considered a subcategory of 'Bird'?, \nFalse
Can Backbone that is also Bird be considered a subcategory of 'Plant'?, \nFalse
Can Egg that is also Water be considered a subcategory of 'Wing'?, \nFalse
Can Carnivore be considered a subcategory of 'something that has_part some Herbivore'?, \nFalse
Can Backbone that is also Reptile be considered a subcategory of 'Bird'?, \nFalse
Can something that lives_in some Animal be considered a subcategory of 'Animal'?, \nFalse
Can something that has_part some Carnivore be considered a subcategory of 'Bird'?, \nFalse
Can Carnivore that is also Leg be considered a subcategory of 'Herbivore'?, \nFalse
Can something that lays some Reptile be considered a subcategory of 'Reptile'?, \nTrue
Can something that lays some Reptile be considered a subcategory of 'Egg'?, \nFalse
Can something that lays some Reptile be considered a subcategory of 'Meat'?, \nTrue
Can Thing be considered a subcategory of 'something that lays some (Animal that is also Backbone that is also Carnivore that is also Cat that is also Leg that is also Mammal that is also Meat that is also Reptile that is also Vertebrate)'?, \nFalse
