Parent and Person SubClassOf Father,  False.
Can Daughter that is also OffSpring be considered a subcategory of 'Father'?,  False.
Can Male that is also Mother be considered a subcategory of 'Sister'?,  False.
Can something that hasSex some OffSpring be considered a subcategory of 'GrandMother'?,  False.
Can Man that is also Woman be considered a subcategory of 'Sister'?,  False.
Can Male be considered a subcategory of 'something that hasSibling some Mother'?,  False.
Can something that hasParent some Sister be considered a subcategory of 'Sex'?,  False.
Can Son be considered a subcategory of 'something that hasParent some Brother'?,  False.
Can GrandFather that is also OffSpring be considered a subcategory of 'Son'?,  False.
Can Sibling that is also Son be considered a subcategory of 'Woman'?,  False.
Can something that hasSibling some Female be considered a subcategory of 'Sex'?,  False.
Can Father that is also Mother be considered a subcategory of 'Son'?,  False.
Can GrandFather that is also Woman be considered a subcategory of 'Brother'?,  False.
Can Child that is also Person be considered a subcategory of 'Male'?,  False.
Can Female that is also GrandMother be considered a subcategory of 'OffSpring'?,  False.
Can Father that is also Mother be considered a subcategory of 'OffSpring'?,  False.
Can Parent that is also Sister be considered a subcategory of 'Child'?,  False.
Can Man be considered a subcategory of 'Son'?,  False.
Can something that hasSex some Woman be considered a subcategory of 'Male'?,  False.
Can something that hasChild some Child be considered a subcategory of 'Child'?,  False.
Can something that hasParent some OffSpring be considered a subcategory of 'Person'?,  False.
Can something that hasSibling some Son be considered a subcategory of 'Person'?,  True,
Can something that hasSibling some Son be considered a subcategory of 'GrandMother'?,  False.
Can something that hasSibling some Son be considered a subcategory of 'Son'?,  False.
Can something that hasSibling some Son be considered a subcategory of 'Female'?,  False.
Can something that hasSibling some Son be considered a subcategory of 'Father'?,  False.
Can something that hasSibling some Son be considered a subcategory of 'Child'?,  False.
Can Thing be considered a subcategory of 'Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing))'?,  False.
Can Thing be considered a subcategory of 'GrandMother'?,  False.
Can Thing be considered a subcategory of 'Son'?,  False.
Can Thing be considered a subcategory of 'Female'?,  False.
Can Thing be considered a subcategory of 'Father'?,  False.
Can Thing be considered a subcategory of 'Child'?,  False.
Can Thing be considered a subcategory of 'Person'?,  False.
Can Thing be considered a subcategory of 'Brother'?,  False.
Can Thing be considered a subcategory of 'Parent'?,  False.
Can Thing be considered a subcategory of 'Daughter'?,  False.
Can Thing be considered a subcategory of 'Man'?,  False.
Can Thing be considered a subcategory of 'Mother'?,  False.
Can Thing be considered a subcategory of 'GrandParent'?,  False.
Can Thing be considered a subcategory of 'Sex'?,  False.
Can Thing be considered a subcategory of 'Sister'?,  False.
Can Thing be considered a subcategory of 'OffSpring'?,  False.
Can Thing be considered a subcategory of 'Woman'?,  False.
Can Thing be considered a subcategory of 'Male'?,  False.
Can Thing be considered a subcategory of 'Sibling'?,  False.
Can Thing be considered a subcategory of 'GrandFather'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'GrandMother'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Female'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Father'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Brother'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Parent'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Daughter'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Man'?, False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Mother'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'GrandParent'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Sex'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Sister'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Woman'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Male'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'Sibling'?,  False.
Can Child that is also OffSpring that is also Person that is also Son that is also Thing be considered a subcategory of 'GrandFather'?,  False.
Can Thing that is also something that (hasSibling some Child) that is also something that (hasSibling some (OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing))'?,  False.
Can Thing that is also something that (hasSibling some Child) that is also something that (hasSibling some (OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing))'?,  False.
Can Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSibling some (OffSpring that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSibling some (Child that is also Person that is also Son that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Son that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Thing that is also something that (hasSibling some (Child that is also OffSpring that is also Person that is also Thing)) be considered a subcategory of 'Person'?,  False.
Can Man that is also Son be considered a subcategory of 'Daughter'?,  False.
Can Male that is also Mother be considered a subcategory of 'Sibling'?,  False.
Can GrandFather that is also Sibling be considered a subcategory of 'Sex'?,  False.
Can Father that is also Male be considered a subcategory of 'Mother'?,  False.
Can Father that is also GrandFather be considered a subcategory of 'Mother'?,  False.
Can Child that is also Parent be considered a subcategory of 'Woman'?,  False.
Can Brother that is also Person be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also Woman be considered a subcategory of 'Female'?,  False.
Can Child that is also Woman be considered a subcategory of 'Daughter'?,  True.
Can Child that is also Woman be considered a subcategory of 'GrandMother'?,  False.
Can Child that is also Woman be considered a subcategory of 'Son'?,  False.
Can Child that is also Woman be considered a subcategory of 'Female'?,  True.
Can Woman be considered a subcategory of 'Female'?,  True.
Can Woman be considered a subcategory of 'GrandMother'?,  False.
Can Woman be considered a subcategory of 'Thing'?,  False.
Can Woman be considered a subcategory of 'Son'?,  False.
Can Woman be considered a subcategory of 'Father'?,  False.
Can Woman be considered a subcategory of 'Child'?,  False.
Can Woman be considered a subcategory of 'Person'?,  True.
Can Woman be considered a subcategory of 'Female that is also Person'?,  True.
Can Woman be considered a subcategory of 'Brother'?,  False.
Can Woman be considered a subcategory of 'Parent'?,  False.
Can Woman be considered a subcategory of 'Daughter'?,  False.
Can Woman be considered a subcategory of 'Man'?,  False.
Can Woman be considered a subcategory of 'Mother'?,  False.
Can Woman be considered a subcategory of 'GrandParent'?,  False.
Can Woman be considered a subcategory of 'Sex'?,  False.
Can Woman be considered a subcategory of 'Sister'?,  False.
Can Woman be considered a subcategory of 'OffSpring'?,  False.
Can Woman be considered a subcategory of 'Male'?,  False.
Can Woman be considered a subcategory of 'Sibling'?,  False.
Can Woman be considered a subcategory of 'GrandFather'?,  False.
Can Female that is also Man be considered a subcategory of 'Mother'?,  False.
Can Mother that is also Person be considered a subcategory of 'Sex'?,  False.
Can something that hasChild some GrandParent be considered a subcategory of 'Brother'?,  False.
Can Sibling that is also Sister be considered a subcategory of 'Brother'?,  False.
Can Female that is also Person be considered a subcategory of 'Woman'?,  True.
Can Female that is also Person be considered a subcategory of 'GrandMother'?,  False.
Can Female that is also Person be considered a subcategory of 'Son'?,  False.
Can Female that is also Person be considered a subcategory of 'Father'?,  False.
Can Female that is also Person be considered a subcategory of 'Child'?,  False.
Can Female that is also Person be considered a subcategory of 'Brother'?,  False.
Can Female that is also Person be considered a subcategory of 'Parent'?,  False.
Can Female that is also Person be considered a subcategory of 'Daughter'?,  False.
Can Female that is also Person be considered a subcategory of 'Man'?,  False.
Can Female that is also Person be considered a subcategory of 'Mother'?,  False.
Can Female that is also Person be considered a subcategory of 'GrandParent'?,  False.
Can Female that is also Person be considered a subcategory of 'Sex'?,  False.
Can Female that is also Person be considered a subcategory of 'Sister'?,  False.
Can Female that is also Person be considered a subcategory of 'OffSpring'?,  False.
Can Female be considered a subcategory of 'Woman'?,  True.
Can Female be considered a subcategory of 'GrandMother'?,  False.
Can Female be considered a subcategory of 'Thing'?,  False.
Can Female be considered a subcategory of 'Son'?,  False.
Can Female be considered a subcategory of 'Father'?,  False.
Can Female be considered a subcategory of 'Child'?,  False.
Can Female be considered a subcategory of 'Person'?,  True.
Can Female be considered a subcategory of 'Person that is also Woman'?,  False.
Can Female be considered a subcategory of 'Brother'?,  False.
Can Female be considered a subcategory of 'Parent'?,  False.
Can Female be considered a subcategory of 'Daughter'?,  False.
Can Female be considered a subcategory of 'Man'?,  False.
Can Female be considered a subcategory of 'Mother'?,  False.
Can Female be considered a subcategory of 'GrandParent'?,  False.
Can Female be considered a subcategory of 'Sex'?,  False.
Can Female be considered a subcategory of 'Sister'?,  False.
Can Female be considered a subcategory of 'OffSpring'?,  False.
Can Female be considered a subcategory of 'Male'?,  False.
Can Female be considered a subcategory of 'Sibling'?,  False.
Can Female be considered a subcategory of 'GrandFather'?,  False.
Can GrandParent that is also Person be considered a subcategory of 'GrandFather'?,  False.
Can GrandParent be considered a subcategory of 'Woman'?,  False.
Can Male that is also OffSpring be considered a subcategory of 'Father'?,  False.
Can Child be considered a subcategory of 'something that hasSex some Sister'?,  False.
Can Female that is also Sibling be considered a subcategory of 'Man'?,  False.
Can Female that is also Mother be considered a subcategory of 'Father'?,  False.
Can Daughter that is also GrandMother be considered a subcategory of 'GrandParent'?,  False.
Can Man that is also Sex be considered a subcategory of 'GrandParent'?,  False.
Can Parent be considered a subcategory of 'something that hasChild some Sister'?,  False.
Can something that hasChild some Person be considered a subcategory of 'Person'?,  False.
Can Sex be considered a subcategory of 'something that hasSibling some Man'?,  False.
Can OffSpring that is also Sister be considered a subcategory of 'Daughter'?,  False.
Can Brother that is also GrandParent be considered a subcategory of 'GrandFather'?,  False.
Can Daughter be considered a subcategory of 'something that hasParent some GrandFather'?,  False.
Can Child that is also Person be considered a subcategory of 'GrandMother'?,  False.
Can GrandFather be considered a subcategory of 'something that hasSibling some Woman'?,  False.
Can Person that is also Sister be considered a subcategory of 'Parent'?,  False.
